id,event_id,name,sport,team,region_en,region_fr,region_nl,bio_en,bio_fr,bio_nl
ath-15649,sport-2,Athlete 93J308K3,Aquatics/Swimming,LES SPITANTS,Liège,Liège,Liège,"Male athlete, age 53, active in Aquatics/Swimming (2025).","Athlete male, 53 ans, actif en Aquatics/Swimming (2025).","Male atleet, 53 jaar, actief in Aquatics/Swimming (2025)."
ath-15656,sport-20,Athlete O4RQU61H,Swimming,LES SPITANTS,Liège,Liège,Liège,"Male athlete, age 33, active in Swimming (2025).","Athlete male, 33 ans, actif en Swimming (2025).","Male atleet, 33 jaar, actief in Swimming (2025)."
ath-15657,sport-2,Athlete PP0OJ6ZE,Aquatics/Swimming,LES SPITANTS,Liège,Liège,Liège,"Female athlete, age 37, active in Aquatics/Swimming (2025).","Athlete female, 37 ans, actif en Aquatics/Swimming (2025).","Female atleet, 37 jaar, actief in Aquatics/Swimming (2025)."
ath-15659,sport-8,Athlete QD6OV3LR,Cycling,LES SPITANTS,Liège,Liège,Liège,"Female athlete, age 49, active in Cycling (2025).","Athlete female, 49 ans, actif en Cycling (2025).","Female atleet, 49 jaar, actief in Cycling (2025)."
ath-15661,sport-8,Athlete QR5WENUK,Cycling,LES SPITANTS,Liège,Liège,Liège,"Male athlete, age 47, active in Cycling (2025).","Athlete male, 47 ans, actif en Cycling (2025).","Male atleet, 47 jaar, actief in Cycling (2025)."
ath-15663,sport-8,Athlete SQB6676A,Cycling,LES SPITANTS,Liège,Liège,Liège,"Male athlete, age 39, active in Cycling (2025).","Athlete male, 39 ans, actif en Cycling (2025).","Male atleet, 39 jaar, actief in Cycling (2025)."
ath-15670,sport-6,Athlete 062RDABP,Bocce,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 47, active in Bocce (2025).","Athlete female, 47 ans, actif en Bocce (2025).","Female atleet, 47 jaar, actief in Bocce (2025)."
ath-15671,sport-21,Athlete 092OPAYD,Table Tennis,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 68, active in Table Tennis (2025).","Athlete female, 68 ans, actif en Table Tennis (2025).","Female atleet, 68 jaar, actief in Table Tennis (2025)."
ath-15672,sport-19,Athlete 12ZX1LXA,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 53, active in Sportgames (2025).","Athlete female, 53 ans, actif en Sportgames (2025).","Female atleet, 53 jaar, actief in Sportgames (2025)."
ath-15674,sport-19,Athlete 165JEPUI,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 65, active in Sportgames (2025).","Athlete female, 65 ans, actif en Sportgames (2025).","Female atleet, 65 jaar, actief in Sportgames (2025)."
ath-15675,sport-2,Athlete 1OZ5FVR3,Aquatics/Swimming,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 63, active in Aquatics/Swimming (2025).","Athlete male, 63 ans, actif en Aquatics/Swimming (2025).","Male atleet, 63 jaar, actief in Aquatics/Swimming (2025)."
ath-15678,sport-19,Athlete 51WBFQK8,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 45, active in Sportgames (2025).","Athlete female, 45 ans, actif en Sportgames (2025).","Female atleet, 45 jaar, actief in Sportgames (2025)."
ath-15681,sport-19,Athlete 7VUS4NL1,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 37, active in Sportgames (2025).","Athlete female, 37 ans, actif en Sportgames (2025).","Female atleet, 37 jaar, actief in Sportgames (2025)."
ath-15682,sport-21,Athlete 81EG0PPJ,Table Tennis,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 31, active in Table Tennis (2025).","Athlete male, 31 ans, actif en Table Tennis (2025).","Male atleet, 31 jaar, actief in Table Tennis (2025)."
ath-15684,sport-6,Athlete 8HIHXWZ8,Bocce,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 28, active in Bocce (2025).","Athlete female, 28 ans, actif en Bocce (2025).","Female atleet, 28 jaar, actief in Bocce (2025)."
ath-15688,sport-19,Athlete FHPTXW1E,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 55, active in Sportgames (2025).","Athlete female, 55 ans, actif en Sportgames (2025).","Female atleet, 55 jaar, actief in Sportgames (2025)."
ath-15689,sport-21,Athlete G1L32NYK,Table Tennis,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 53, active in Table Tennis (2025).","Athlete male, 53 ans, actif en Table Tennis (2025).","Male atleet, 53 jaar, actief in Table Tennis (2025)."
ath-15696,sport-19,Athlete LI9BPXE4,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 32, active in Sportgames (2025).","Athlete female, 32 ans, actif en Sportgames (2025).","Female atleet, 32 jaar, actief in Sportgames (2025)."
ath-15698,sport-19,Athlete M9T78PZ1,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 32, active in Sportgames (2025).","Athlete female, 32 ans, actif en Sportgames (2025).","Female atleet, 32 jaar, actief in Sportgames (2025)."
ath-15701,sport-2,Athlete QH9OLPUF,Aquatics/Swimming,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 43, active in Aquatics/Swimming (2025).","Athlete male, 43 ans, actif en Aquatics/Swimming (2025).","Male atleet, 43 jaar, actief in Aquatics/Swimming (2025)."
ath-15704,sport-19,Athlete RW1Z59A3,Sportgames,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 67, active in Sportgames (2025).","Athlete female, 67 ans, actif en Sportgames (2025).","Female atleet, 67 jaar, actief in Sportgames (2025)."
ath-15705,sport-21,Athlete SJFVPSA1,Table Tennis,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 60, active in Table Tennis (2025).","Athlete female, 60 ans, actif en Table Tennis (2025).","Female atleet, 60 jaar, actief in Table Tennis (2025)."
ath-15710,sport-6,Athlete UVMYHI47,Bocce,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Female athlete, age 77, active in Bocce (2025).","Athlete female, 77 ans, actif en Bocce (2025).","Female atleet, 77 jaar, actief in Bocce (2025)."
ath-15712,sport-6,Athlete X1L2BGM1,Bocce,LES TUNIQUES BLEUES,Brabant Wallon,Brabant Wallon,Brabant Wallon,"Male athlete, age 78, active in Bocce (2025).","Athlete male, 78 ans, actif en Bocce (2025).","Male atleet, 78 jaar, actief in Bocce (2025)."
ath-15744,sport-3,Athlete 38U678V3,Athletics/Track and Field,LES WEIGELIAS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 15, active in Athletics/Track and Field (2025).","Athlete female, 15 ans, actif en Athletics/Track and Field (2025).","Female atleet, 15 jaar, actief in Athletics/Track and Field (2025)."
ath-15746,sport-3,Athlete 4CLPIEPT,Athletics/Track and Field,LA CLAIRIÈRE,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 19, active in Athletics/Track and Field (2025).","Athlete male, 19 ans, actif en Athletics/Track and Field (2025).","Male atleet, 19 jaar, actief in Athletics/Track and Field (2025)."
ath-15749,sport-3,Athlete ET8L8XO3,Athletics/Track and Field,LES WEIGELIAS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 13, active in Athletics/Track and Field (2025).","Athlete male, 13 ans, actif en Athletics/Track and Field (2025).","Male atleet, 13 jaar, actief in Athletics/Track and Field (2025)."
ath-15754,sport-3,Athlete QY5LOWVM,Athletics/Track and Field,LES WEIGELIAS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 14, active in Athletics/Track and Field (2025).","Athlete female, 14 ans, actif en Athletics/Track and Field (2025).","Female atleet, 14 jaar, actief in Athletics/Track and Field (2025)."
ath-15756,sport-3,Athlete XJFKZBEM,Athletics/Track and Field,LES WEIGELIAS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 16, active in Athletics/Track and Field (2025).","Athlete female, 16 ans, actif en Athletics/Track and Field (2025).","Female atleet, 16 jaar, actief in Athletics/Track and Field (2025)."
ath-15804,sport-21,Athlete 6SZJ3GZK,Table Tennis,L'ESPACE LIOBA,Namur,Namur,Namur,"Male athlete, age 50, active in Table Tennis (2025).","Athlete male, 50 ans, actif en Table Tennis (2025).","Male atleet, 50 jaar, actief in Table Tennis (2025)."
ath-15823,sport-20,Athlete BEL443BU,Swimming,LEUVEN AQUATICS vzw,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 44, active in Swimming (2025).","Athlete male, 44 ans, actif en Swimming (2025).","Male atleet, 44 jaar, actief in Swimming (2025)."
ath-15869,sport-4,Athlete 0U285WV1,Badminton,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 23, active in Badminton (2025).","Athlete female, 23 ans, actif en Badminton (2025).","Female atleet, 23 jaar, actief in Badminton (2025)."
ath-15872,sport-3,Athlete 4L3M4KQQ,Athletics/Track and Field,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 36, active in Athletics/Track and Field (2025).","Athlete male, 36 ans, actif en Athletics/Track and Field (2025).","Male atleet, 36 jaar, actief in Athletics/Track and Field (2025)."
ath-15874,sport-3,Athlete 6T83QAD9,Athletics/Track and Field,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 49, active in Athletics/Track and Field (2025).","Athlete male, 49 ans, actif en Athletics/Track and Field (2025).","Male atleet, 49 jaar, actief in Athletics/Track and Field (2025)."
ath-15885,sport-2,Athlete D4MLLEYF,Aquatics/Swimming,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 39, active in Aquatics/Swimming (2025).","Athlete female, 39 ans, actif en Aquatics/Swimming (2025).","Female atleet, 39 jaar, actief in Aquatics/Swimming (2025)."
ath-15892,sport-4,Athlete I2CXBCYL,Badminton,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 60, active in Badminton (2025).","Athlete male, 60 ans, actif en Badminton (2025).","Male atleet, 60 jaar, actief in Badminton (2025)."
ath-15895,sport-2,Athlete J07CUADD,Aquatics/Swimming,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 38, active in Aquatics/Swimming (2025).","Athlete male, 38 ans, actif en Aquatics/Swimming (2025).","Male atleet, 38 jaar, actief in Aquatics/Swimming (2025)."
ath-15899,sport-4,Athlete MJ64HXVJ,Badminton,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Female athlete, age 31, active in Badminton (2025).","Athlete female, 31 ans, actif en Badminton (2025).","Female atleet, 31 jaar, actief in Badminton (2025)."
ath-15913,sport-20,Athlete XP10UV7P,Swimming,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 23, active in Swimming (2025).","Athlete male, 23 ans, actif en Swimming (2025).","Male atleet, 23 jaar, actief in Swimming (2025)."
ath-15914,sport-2,Athlete Y7471QHU,Aquatics/Swimming,LEVEDALE,Vlaams-Brabant,Vlaams-Brabant,Vlaams-Brabant,"Male athlete, age 56, active in Aquatics/Swimming (2025).","Athlete male, 56 ans, actif en Aquatics/Swimming (2025).","Male atleet, 56 jaar, actief in Aquatics/Swimming (2025)."
ath-15921,sport-5,Athlete 9AUG0XAH,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 25, active in Basketball (2025).","Athlete male, 25 ans, actif en Basketball (2025).","Male atleet, 25 jaar, actief in Basketball (2025)."
ath-15922,sport-5,Athlete 9WPIUH76,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 21, active in Basketball (2025).","Athlete male, 21 ans, actif en Basketball (2025).","Male atleet, 21 jaar, actief in Basketball (2025)."
ath-15923,sport-5,Athlete BYOTLJ96,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 46, active in Basketball (2025).","Athlete male, 46 ans, actif en Basketball (2025).","Male atleet, 46 jaar, actief in Basketball (2025)."
ath-15924,sport-5,Athlete C9RLRUZH,Basketball,G-BASKET BBC GEEL,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 48, active in Basketball (2025).","Athlete male, 48 ans, actif en Basketball (2025).","Male atleet, 48 jaar, actief in Basketball (2025)."
ath-15925,sport-5,Athlete DVMWE4WS,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 20, active in Basketball (2025).","Athlete male, 20 ans, actif en Basketball (2025).","Male atleet, 20 jaar, actief in Basketball (2025)."
ath-15926,sport-11,Athlete FZNRW8BX,Football/Soccer,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 28, active in Football/Soccer (2025).","Athlete male, 28 ans, actif en Football/Soccer (2025).","Male atleet, 28 jaar, actief in Football/Soccer (2025)."
ath-15927,sport-5,Athlete JA0V77XO,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 25, active in Basketball (2025).","Athlete male, 25 ans, actif en Basketball (2025).","Male atleet, 25 jaar, actief in Basketball (2025)."
ath-15931,sport-5,Athlete OOKNRF1B,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 25, active in Basketball (2025).","Athlete male, 25 ans, actif en Basketball (2025).","Male atleet, 25 jaar, actief in Basketball (2025)."
ath-15932,sport-5,Athlete SPE5H8JD,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 27, active in Basketball (2025).","Athlete male, 27 ans, actif en Basketball (2025).","Male atleet, 27 jaar, actief in Basketball (2025)."
ath-15933,sport-5,Athlete WA3UEM3A,Basketball,LIONS TORHOUT,West-Vlaanderen,West-Vlaanderen,West-Vlaanderen,"Male athlete, age 32, active in Basketball (2025).","Athlete male, 32 ans, actif en Basketball (2025).","Male atleet, 32 jaar, actief in Basketball (2025)."
ath-15939,sport-4,Athlete 9PAM38XH,Badminton,LOKERSE BADMINTONCLUB,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 49, active in Badminton (2025).","Athlete male, 49 ans, actif en Badminton (2025).","Male atleet, 49 jaar, actief in Badminton (2025)."
ath-15941,sport-4,Athlete E5O40OPC,Badminton,LOKERSE BADMINTONCLUB,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Female athlete, age 27, active in Badminton (2025).","Athlete female, 27 ans, actif en Badminton (2025).","Female atleet, 27 jaar, actief in Badminton (2025)."
ath-15943,sport-4,Athlete P4DCWHI5,Badminton,LOKERSE BADMINTONCLUB,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 32, active in Badminton (2025).","Athlete male, 32 ans, actif en Badminton (2025).","Male atleet, 32 jaar, actief in Badminton (2025)."
ath-15946,sport-4,Athlete X37JCID1,Badminton,LOKERSE BADMINTONCLUB,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Male athlete, age 43, active in Badminton (2025).","Athlete male, 43 ans, actif en Badminton (2025).","Male atleet, 43 jaar, actief in Badminton (2025)."
ath-15948,sport-4,Athlete ZXHFOLJR,Badminton,LOKERSE BADMINTONCLUB,Oost-Vlaanderen,Oost-Vlaanderen,Oost-Vlaanderen,"Female athlete, age 26, active in Badminton (2025).","Athlete female, 26 ans, actif en Badminton (2025).","Female atleet, 26 jaar, actief in Badminton (2025)."
ath-15950,sport-22,Athlete Q0SWD1HY,Tennis,LOMMELSE TENNIS CLUB,Limburg,Limburg,Limburg,"Female athlete, age 32, active in Tennis (2025).","Athlete female, 32 ans, actif en Tennis (2025).","Female atleet, 32 jaar, actief in Tennis (2025)."
ath-15954,sport-1,Athlete 4WXFD3MP,Adapted Physical Activities,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 32, active in Adapted Physical Activities (2025).","Athlete male, 32 ans, actif en Adapted Physical Activities (2025).","Male atleet, 32 jaar, actief in Adapted Physical Activities (2025)."
ath-15957,sport-19,Athlete 8NIL659Y,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Female athlete, age 22, active in Sportgames (2025).","Athlete female, 22 ans, actif en Sportgames (2025).","Female atleet, 22 jaar, actief in Sportgames (2025)."
ath-15961,sport-1,Athlete 9GMN02V6,Adapted Physical Activities,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 27, active in Adapted Physical Activities (2025).","Athlete male, 27 ans, actif en Adapted Physical Activities (2025).","Male atleet, 27 jaar, actief in Adapted Physical Activities (2025)."
ath-15964,sport-19,Athlete C59JDRGV,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 27, active in Sportgames (2025).","Athlete male, 27 ans, actif en Sportgames (2025).","Male atleet, 27 jaar, actief in Sportgames (2025)."
ath-15966,sport-19,Athlete DBQHAOGX,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 22, active in Sportgames (2025).","Athlete male, 22 ans, actif en Sportgames (2025).","Male atleet, 22 jaar, actief in Sportgames (2025)."
ath-15971,sport-19,Athlete HL1UYU7E,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 39, active in Sportgames (2025).","Athlete male, 39 ans, actif en Sportgames (2025).","Male atleet, 39 jaar, actief in Sportgames (2025)."
ath-15974,sport-19,Athlete OGQRVPGJ,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 16, active in Sportgames (2025).","Athlete male, 16 ans, actif en Sportgames (2025).","Male atleet, 16 jaar, actief in Sportgames (2025)."
ath-15977,sport-1,Athlete U2CZMIPZ,Adapted Physical Activities,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 36, active in Adapted Physical Activities (2025).","Athlete male, 36 ans, actif en Adapted Physical Activities (2025).","Male atleet, 36 jaar, actief in Adapted Physical Activities (2025)."
ath-15979,sport-19,Athlete VG27UAQN,Sportgames,LONCIN AU PETIT BONHEUR,Liège,Liège,Liège,"Male athlete, age 38, active in Sportgames (2025).","Athlete male, 38 ans, actif en Sportgames (2025).","Male atleet, 38 jaar, actief in Sportgames (2025)."
ath-15983,sport-3,Athlete CA4ONHZO,Athletics/Track and Field,LOOISE A.V.,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 19, active in Athletics/Track and Field (2025).","Athlete male, 19 ans, actif en Athletics/Track and Field (2025).","Male atleet, 19 jaar, actief in Athletics/Track and Field (2025)."
ath-15987,sport-3,Athlete R5D458J8,Athletics/Track and Field,LOOISE A.V.,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 40, active in Athletics/Track and Field (2025).","Athlete male, 40 ans, actif en Athletics/Track and Field (2025).","Male atleet, 40 jaar, actief in Athletics/Track and Field (2025)."
ath-15988,sport-3,Athlete RTJAON2Y,Athletics/Track and Field,LOOISE A.V.,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 22, active in Athletics/Track and Field (2025).","Athlete male, 22 ans, actif en Athletics/Track and Field (2025).","Male atleet, 22 jaar, actief in Athletics/Track and Field (2025)."
ath-15992,sport-3,Athlete WN4PMO0Y,Athletics/Track and Field,LOOISE A.V.,Antwerpen,Antwerpen,Antwerpen,"Male athlete, age 39, active in Athletics/Track and Field (2025).","Athlete male, 39 ans, actif en Athletics/Track and Field (2025).","Male atleet, 39 jaar, actief in Athletics/Track and Field (2025)."
ath-15995,sport-21,Athlete 0Z5NZC65,Table Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 34, active in Table Tennis (2025).","Athlete male, 34 ans, actif en Table Tennis (2025).","Male atleet, 34 jaar, actief in Table Tennis (2025)."
ath-15999,sport-21,Athlete 64GBM6CA,Table Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Female athlete, age 34, active in Table Tennis (2025).","Athlete female, 34 ans, actif en Table Tennis (2025).","Female atleet, 34 jaar, actief in Table Tennis (2025)."
ath-16000,sport-22,Athlete 892FQPXF,Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 57, active in Tennis (2025).","Athlete male, 57 ans, actif en Tennis (2025).","Male atleet, 57 jaar, actief in Tennis (2025)."
ath-16007,sport-6,Athlete J8L4GGNV,Bocce,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 52, active in Bocce (2025).","Athlete male, 52 ans, actif en Bocce (2025).","Male atleet, 52 jaar, actief in Bocce (2025)."
ath-16010,sport-6,Athlete K2Z01OYB,Bocce,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 65, active in Bocce (2025).","Athlete male, 65 ans, actif en Bocce (2025).","Male atleet, 65 jaar, actief in Bocce (2025)."
ath-16011,sport-7,Athlete L9WQYGTS,Bowling,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 46, active in Bowling (2025).","Athlete male, 46 ans, actif en Bowling (2025).","Male atleet, 46 jaar, actief in Bowling (2025)."
ath-16013,sport-22,Athlete P2530ILF,Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 33, active in Tennis (2025).","Athlete male, 33 ans, actif en Tennis (2025).","Male atleet, 33 jaar, actief in Tennis (2025)."
ath-16016,sport-22,Athlete SGQ1TQ25,Tennis,LOTUS D'OCQUIER,Liège,Liège,Liège,"Male athlete, age 48, active in Tennis (2025).","Athlete male, 48 ans, actif en Tennis (2025).","Male atleet, 48 jaar, actief in Tennis (2025)."
ath-16018,sport-17,Athlete 05B5A443,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 19, active in Netball (2025).","Athlete female, 19 ans, actif en Netball (2025).","Female atleet, 19 jaar, actief in Netball (2025)."
ath-16019,sport-17,Athlete 0EHKBXKK,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 17, active in Netball (2025).","Athlete female, 17 ans, actif en Netball (2025).","Female atleet, 17 jaar, actief in Netball (2025)."
ath-16022,sport-17,Athlete 41QPQOR0,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 20, active in Netball (2025).","Athlete female, 20 ans, actif en Netball (2025).","Female atleet, 20 jaar, actief in Netball (2025)."
ath-16024,sport-17,Athlete 54P0DN7D,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Male athlete, age 14, active in Netball (2025).","Athlete male, 14 ans, actif en Netball (2025).","Male atleet, 14 jaar, actief in Netball (2025)."
ath-16044,sport-17,Athlete KNZMYNHA,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 14, active in Netball (2025).","Athlete female, 14 ans, actif en Netball (2025).","Female atleet, 14 jaar, actief in Netball (2025)."
ath-16045,sport-17,Athlete L0S3SHMQ,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 17, active in Netball (2025).","Athlete female, 17 ans, actif en Netball (2025).","Female atleet, 17 jaar, actief in Netball (2025)."
ath-16054,sport-17,Athlete TQCJBP58,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 19, active in Netball (2025).","Athlete female, 19 ans, actif en Netball (2025).","Female atleet, 19 jaar, actief in Netball (2025)."
ath-16057,sport-17,Athlete WO9YKCA2,Netball,M.P.I. MAASEIK,Limburg,Limburg,Limburg,"Female athlete, age 15, active in Netball (2025).","Athlete female, 15 ans, actif en Netball (2025).","Female atleet, 15 jaar, actief in Netball (2025)."
ath-16061,sport-7,Athlete 2K3RIGWG,Bowling,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 54, active in Bowling (2025).","Athlete male, 54 ans, actif en Bowling (2025).","Male atleet, 54 jaar, actief in Bowling (2025)."
ath-16064,sport-2,Athlete A52ALXLA,Aquatics/Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 48, active in Aquatics/Swimming (2025).","Athlete female, 48 ans, actif en Aquatics/Swimming (2025).","Female atleet, 48 jaar, actief in Aquatics/Swimming (2025)."
ath-16065,sport-2,Athlete AFXXQ26N,Aquatics/Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Female athlete, age 35, active in Aquatics/Swimming (2025).","Athlete female, 35 ans, actif en Aquatics/Swimming (2025).","Female atleet, 35 jaar, actief in Aquatics/Swimming (2025)."
ath-16066,sport-2,Athlete BLUNFVWO,Aquatics/Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 59, active in Aquatics/Swimming (2025).","Athlete male, 59 ans, actif en Aquatics/Swimming (2025).","Male atleet, 59 jaar, actief in Aquatics/Swimming (2025)."
ath-16067,sport-21,Athlete D0VXBQCT,Table Tennis,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 44, active in Table Tennis (2025).","Athlete male, 44 ans, actif en Table Tennis (2025).","Male atleet, 44 jaar, actief in Table Tennis (2025)."
ath-16068,sport-20,Athlete FOLFDE4V,Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 52, active in Swimming (2025).","Athlete male, 52 ans, actif en Swimming (2025).","Male atleet, 52 jaar, actief in Swimming (2025)."
ath-16070,sport-20,Athlete L0PJ25DR,Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 48, active in Swimming (2025).","Athlete male, 48 ans, actif en Swimming (2025).","Male atleet, 48 jaar, actief in Swimming (2025)."
ath-16072,sport-2,Athlete QUG9OMUE,Aquatics/Swimming,MAISON DES PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 29, active in Aquatics/Swimming (2025).","Athlete male, 29 ans, actif en Aquatics/Swimming (2025).","Male atleet, 29 jaar, actief in Aquatics/Swimming (2025)."
ath-16074,sport-7,Athlete XMO4JJ0L,Bowling,VILLA PILIFS,Brussel/Bruxelles,Brussel/Bruxelles,Brussel/Bruxelles,"Male athlete, age 37, active in Bowling (2025).","Athlete male, 37 ans, actif en Bowling (2025).","Male atleet, 37 jaar, actief in Bowling (2025)."
ath-16082,sport-3,Athlete G3DGNO1F,Athletics/Track and Field,MALMEDY ATHLETIC CLUB,Liège,Liège,Liège,"Female athlete, age 11, active in Athletics/Track and Field (2025).","Athlete female, 11 ans, actif en Athletics/Track and Field (2025).","Female atleet, 11 jaar, actief in Athletics/Track and Field (2025)."
